tokenID,name,file_name,description,attributes[Rarity]
287,Pod #287,287.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
288,Pod #288,288.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
289,Pod #289,289.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Rare
290,Pod #290,290.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
291,Pod #291,291.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
292,Pod #292,292.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
293,Pod #293,293.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
294,Pod #294,294.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,01-Jan
295,Pod #295,295.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
296,Pod #296,296.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
297,Pod #297,297.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
298,Pod #298,298.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
299,Pod #299,299.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
300,Pod #300,300.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Rare
301,Pod #301,301.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
302,Pod #302,302.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
303,Pod #303,303.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Legendary
304,Pod #304,304.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Rare
305,Pod #305,305.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
306,Pod #306,306.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
307,Pod #307,307.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,01-Jan
308,Pod #308,308.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
309,Pod #309,309.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
310,Pod #310,310.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
311,Pod #311,311.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
312,Pod #312,312.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
313,Pod #313,313.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
314,Pod #314,314.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
315,Pod #315,315.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Rare
316,Pod #316,316.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
317,Pod #317,317.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,01-Jan
318,Pod #318,318.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
319,Pod #319,319.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
320,Pod #320,320.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Legendary
321,Pod #321,321.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Rare
322,Pod #322,322.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
323,Pod #323,323.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Legendary
324,Pod #324,324.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
325,Pod #325,325.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
326,Pod #326,326.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
327,Pod #327,327.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
328,Pod #328,328.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
329,Pod #329,329.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Rare
330,Pod #330,330.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
331,Pod #331,331.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
332,Pod #332,332.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
333,Pod #333,333.png,The Official Pacific Pod NFT on Ethereum backed by Pacifica Finance.,Common
